categoria,camion,cantidad_total,numero_productos,stock_estimado,stock_minimo,demanda_semanal,unidades_transito,tiempo_reposicion_dias,dias_sin_reposicion,tiene_incidencia,rotacion_producto,riesgo_operativo,anomalia_dbscan,cluster_meanshift
Tecnología,Camión 06,101,5,78,51,136,37,3,10,0,Baja,Riesgo,0,0
Electrodoméstico,Camión 05,33,2,99,56,91,32,10,37,0,Baja,Normal,0,0
Tecnología,Camión 06,24,5,109,47,19,41,19,27,0,Baja,Normal,0,0
Muebles,Camión 03,108,1,12,14,115,60,19,13,0,Baja,Riesgo,0,0
Electrodoméstico,Camión 03,11,6,71,32,10,45,19,2,0,Alta,Normal,0,0
Alimentos,Camión 01,17,2,114,37,48,85,4,21,1,Baja,Normal,0,0
Tecnología,Camión 01,68,4,13,43,30,88,19,33,1,Alta,Riesgo,0,0
Electrodoméstico,Camión 06,47,6,121,24,74,60,10,24,0,Baja,Normal,0,0
Tecnología,Camión 05,25,2,15,41,24,17,2,34,0,Alta,Riesgo,0,0
Electrodoméstico,Camión 06,94,3,103,35,141,69,4,9,1,Media,Riesgo,0,0
Ropa,Camión 06,73,4,46,57,70,81,6,2,0,Alta,Riesgo,0,0
Tecnología,Camión 06,21,3,145,40,157,79,7,30,0,Alta,Normal,0,0
Alimentos,Camión 06,84,6,168,28,147,14,16,22,0,Baja,Riesgo,0,0
Alimentos,Camión 03,83,4,124,18,96,47,7,11,0,Alta,Normal,0,0
Muebles,Camión 05,83,5,145,38,114,71,18,17,0,Alta,Riesgo,0,0
Electrodoméstico,Camión 03,12,2,16,48,43,12,19,36,0,Baja,Riesgo,0,0
Tecnología,Camión 05,37,6,41,13,133,42,9,13,0,Media,Riesgo,0,0
Muebles,Camión 01,42,1,78,12,119,59,10,7,0,Media,Normal,0,0
Tecnología,Camión 06,17,4,77,38,42,56,13,16,0,Media,Normal,0,0
Electrodoméstico,Camión 03,101,4,56,20,107,70,18,33,0,Alta,Riesgo,0,0
Alimentos,Camión 05,118,7,134,42,70,16,16,1,1,Baja,Riesgo,0,0
Ropa,Camión 01,48,6,60,47,19,49,17,11,0,Media,Normal,0,0
Alimentos,Camión 01,103,6,64,20,93,31,13,6,0,Media,Riesgo,0,0
Muebles,Camión 06,28,3,27,36,74,21,12,20,0,Media,Riesgo,0,0
Ropa,Camión 05,41,7,107,42,86,54,10,35,0,Media,Normal,0,0
Muebles,Camión 03,99,5,44,30,10,56,1,37,0,Baja,Riesgo,0,0
Electrodoméstico,Camión 06,47,3,68,48,142,12,8,26,0,Media,Riesgo,0,0
Ropa,Camión 03,112,7,89,40,89,46,18,12,0,Alta,Riesgo,0,0
Muebles,Camión 01,18,3,155,47,24,86,2,30,0,Alta,Normal,0,0
Electrodoméstico,Camión 03,78,5,161,55,37,61,16,28,0,Baja,Riesgo,0,0
Alimentos,Camión 03,99,7,93,11,32,53,12,27,0,Media,Riesgo,0,0
Electrodoméstico,Camión 06,108,7,35,36,118,28,9,19,0,Media,Riesgo,0,0
Tecnología,Camión 03,105,1,24,45,116,21,3,5,0,Alta,Riesgo,0,0
Electrodoméstico,Camión 06,71,3,134,20,154,64,4,5,0,Baja,Normal,0,0
Electrodoméstico,Camión 01,105,3,157,56,122,28,2,27,0,Alta,Normal,0,0
Tecnología,Camión 06,13,4,17,27,107,47,8,28,0,Baja,Riesgo,0,0
Muebles,Camión 06,82,5,126,10,150,4,10,26,0,Baja,Riesgo,0,0
Muebles,Camión 05,101,2,107,44,151,34,16,27,0,Baja,Riesgo,0,0
Electrodoméstico,Camión 03,13,1,110,44,148,73,11,21,0,Alta,Normal,0,0
Tecnología,Camión 01,100,7,123,40,37,82,18,1,0,Baja,Riesgo,0,0
Tecnología,Camión 06,31,7,74,37,51,70,14,28,0,Alta,Normal,0,0
Alimentos,Camión 01,2,7,103,48,108,45,8,15,0,Alta,Normal,0,0
Muebles,Camión 05,16,1,86,10,70,34,15,17,1,Media,Normal,0,0
Ropa,Camión 03,9,7,79,34,132,44,17,26,1,Alta,Riesgo,0,0
Muebles,Camión 06,73,7,122,52,73,12,18,20,0,Alta,Riesgo,0,0
Muebles,Camión 03,38,5,88,47,40,9,6,25,0,Media,Normal,0,0
Alimentos,Camión 05,75,6,73,29,90,65,14,13,0,Media,Riesgo,0,0
Ropa,Camión 05,54,6,63,12,19,69,3,33,0,Media,Riesgo,0,0
Alimentos,Camión 01,56,4,130,11,17,71,7,25,0,Baja,Normal,0,0
Ropa,Camión 06,86,4,115,27,158,99,15,8,0,Baja,Riesgo,0,0
Electrodoméstico,Camión 01,97,7,66,53,68,24,16,5,1,Media,Riesgo,0,0
Ropa,Camión 05,100,5,148,19,39,43,16,6,0,Baja,Riesgo,0,0
Alimentos,Camión 03,109,7,132,14,154,59,8,23,0,Media,Normal,0,0
Muebles,Camión 01,87,4,109,18,29,46,7,30,0,Baja,Normal,0,0
Ropa,Camión 01,45,1,72,11,57,39,6,14,0,Alta,Normal,0,0
Ropa,Camión 03,109,1,19,43,139,6,2,23,1,Baja,Riesgo,0,0
Tecnología,Camión 01,34,2,39,47,46,45,13,11,1,Baja,Riesgo,0,0
Muebles,Camión 03,9,6,18,40,138,22,12,31,1,Alta,Riesgo,0,0
Electrodoméstico,Camión 06,88,5,106,19,141,82,15,6,0,Media,Riesgo,0,0
Alimentos,Camión 03,8,3,104,59,109,45,9,11,0,Baja,Normal,0,0
Electrodoméstico,Camión 06,7,6,11,21,63,85,2,13,0,Baja,Riesgo,0,0
Muebles,Camión 03,36,3,34,45,131,12,17,12,0,Alta,Riesgo,0,0
Ropa,Camión 05,18,2,53,30,34,20,5,2,0,Alta,Normal,0,0
Ropa,Camión 05,3,2,148,58,140,0,11,35,0,Alta,Normal,0,0
Muebles,Camión 06,28,7,115,56,18,18,19,36,0,Alta,Normal,0,0
Ropa,Camión 06,70,4,76,15,43,59,7,17,0,Media,Normal,0,0
Ropa,Camión 05,108,2,84,57,52,32,2,28,0,Baja,Normal,0,0
Ropa,Camión 06,44,2,87,58,83,3,16,28,0,Baja,Normal,0,0
Alimentos,Camión 03,21,3,46,12,103,2,12,22,0,Baja,Riesgo,0,0
Alimentos,Camión 03,28,4,21,19,31,90,15,38,0,Baja,Riesgo,0,0
Tecnología,Camión 05,104,2,177,14,79,51,1,7,0,Media,Normal,0,0
Electrodoméstico,Camión 01,54,6,11,55,139,98,13,15,0,Baja,Riesgo,0,0
Muebles,Camión 03,54,2,159,35,103,27,6,32,0,Media,Normal,0,0
Muebles,Camión 06,65,4,14,30,41,69,13,11,1,Media,Riesgo,0,0
Muebles,Camión 01,100,7,38,54,115,69,18,24,0,Alta,Riesgo,0,0
Tecnología,Camión 01,21,5,40,35,153,54,3,3,0,Alta,Riesgo,0,0
Alimentos,Camión 03,107,4,157,47,10,56,1,30,0,Baja,Normal,0,0
Tecnología,Camión 03,99,3,10,53,81,86,15,6,1,Media,Riesgo,0,0
Muebles,Camión 01,13,5,156,35,59,96,13,2,0,Alta,Normal,0,0
Electrodoméstico,Camión 01,57,6,150,17,150,15,5,14,0,Media,Normal,0,0
Ropa,Camión 05,49,1,138,14,24,23,13,18,0,Alta,Normal,0,0
Alimentos,Camión 06,118,4,33,24,62,68,5,31,0,Media,Riesgo,0,0
Alimentos,Camión 05,54,7,130,25,17,40,19,13,0,Baja,Normal,0,0
Tecnología,Camión 03,10,3,157,10,83,76,18,26,0,Baja,Normal,0,0
Alimentos,Camión 05,53,6,85,25,55,46,10,12,1,Media,Riesgo,0,0
Muebles,Camión 05,44,5,178,46,78,75,8,18,1,Alta,Riesgo,0,0
Muebles,Camión 05,47,6,156,12,123,68,15,9,0,Alta,Normal,0,0
Tecnología,Camión 05,53,4,79,56,156,30,4,21,0,Baja,Riesgo,0,0
Muebles,Camión 06,74,2,30,40,132,91,2,24,0,Baja,Riesgo,0,0
Electrodoméstico,Camión 06,46,7,131,22,148,91,6,34,1,Baja,Riesgo,0,0
Tecnología,Camión 01,13,4,119,25,126,29,3,8,0,Alta,Normal,0,0
Electrodoméstico,Camión 03,37,1,130,52,52,17,7,33,1,Alta,Riesgo,0,0
Ropa,Camión 05,102,4,32,30,29,43,10,23,0,Baja,Riesgo,0,0
Electrodoméstico,Camión 01,24,5,135,11,157,26,6,13,0,Media,Normal,0,0
Ropa,Camión 01,2,5,79,36,30,98,16,14,1,Alta,Normal,0,0
Ropa,Camión 01,86,4,170,47,91,25,2,14,0,Baja,Normal,0,0
Electrodoméstico,Camión 06,81,5,82,35,66,59,17,16,0,Media,Riesgo,0,0
Tecnología,Camión 05,100,2,94,47,83,17,13,38,0,Alta,Riesgo,0,0
Muebles,Camión 05,14,6,25,55,107,96,1,39,0,Media,Riesgo,0,0
Muebles,Camión 03,10,4,58,34,119,88,6,26,0,Media,Riesgo,0,0
Ropa,Camión 05,35,7,107,20,124,55,5,26,0,Alta,Normal,0,0
Ropa,Camión 05,25,2,63,17,51,30,13,1,0,Baja,Normal,0,0
Tecnología,Camión 01,3,6,76,17,77,58,18,32,1,Media,Normal,0,0
Alimentos,Camión 03,111,7,24,42,79,1,12,15,1,Baja,Riesgo,0,0
Electrodoméstico,Camión 05,102,7,116,16,87,96,7,21,0,Alta,Normal,0,0
Ropa,Camión 06,17,7,63,47,99,38,15,18,0,Media,Normal,0,0
Muebles,Camión 05,12,6,75,30,120,60,3,30,0,Media,Normal,0,0
Tecnología,Camión 01,54,2,141,17,121,62,16,13,0,Media,Normal,0,0
Electrodoméstico,Camión 06,116,7,113,30,112,95,1,24,0,Media,Normal,0,0
Tecnología,Camión 01,24,7,133,29,154,17,16,30,1,Media,Riesgo,0,0
Electrodoméstico,Camión 05,29,3,161,17,28,16,12,2,1,Alta,Riesgo,0,0
Electrodoméstico,Camión 06,43,4,60,55,79,97,19,19,0,Media,Normal,0,0
Ropa,Camión 03,25,6,39,40,72,38,8,25,0,Alta,Riesgo,0,0
Tecnología,Camión 03,100,6,127,59,84,70,12,14,0,Baja,Riesgo,0,0
Tecnología,Camión 06,60,5,135,38,113,53,15,6,0,Alta,Normal,0,0
Muebles,Camión 06,90,6,108,57,84,98,2,12,0,Media,Normal,0,0
Muebles,Camión 01,102,2,11,18,137,93,17,20,0,Baja,Riesgo,0,0
Ropa,Camión 06,65,6,31,24,65,75,7,23,0,Alta,Riesgo,0,0
Ropa,Camión 01,84,3,5,39,31,34,13,30,0,Alta,Riesgo,0,0
Alimentos,Camión 05,119,4,176,35,98,10,1,30,1,Alta,Riesgo,0,0
Muebles,Camión 01,28,4,91,19,28,60,6,38,0,Media,Normal,0,0
Electrodoméstico,Camión 06,16,6,45,38,35,43,13,30,0,Media,Riesgo,0,0
Tecnología,Camión 06,47,7,127,25,32,67,11,30,1,Alta,Riesgo,0,0
Ropa,Camión 05,81,1,79,45,56,24,10,36,1,Alta,Riesgo,0,0
Tecnología,Camión 06,104,1,46,29,22,47,16,34,0,Baja,Riesgo,0,0
Tecnología,Camión 06,92,7,121,54,75,31,17,16,0,Media,Riesgo,0,0
Alimentos,Camión 03,58,7,165,46,153,83,17,24,1,Media,Riesgo,0,0
Muebles,Camión 03,76,7,67,31,82,94,4,14,0,Baja,Normal,0,0
Ropa,Camión 05,27,2,169,16,86,3,5,26,0,Alta,Normal,0,0
Tecnología,Camión 01,118,1,131,32,40,37,14,8,0,Alta,Riesgo,0,0
Ropa,Camión 03,53,7,137,50,94,62,10,14,1,Baja,Riesgo,0,0
Electrodoméstico,Camión 01,42,2,52,49,68,46,14,31,0,Alta,Riesgo,0,0
Alimentos,Camión 06,59,5,7,38,50,0,1,2,1,Alta,Riesgo,0,0
Electrodoméstico,Camión 03,47,2,120,25,121,2,11,4,0,Baja,Normal,0,0
Ropa,Camión 05,94,1,179,47,105,85,18,1,0,Baja,Riesgo,0,0
Ropa,Camión 05,105,6,103,37,131,61,16,20,0,Baja,Riesgo,0,0
Muebles,Camión 05,34,5,120,57,114,63,18,14,0,Alta,Normal,0,0
Tecnología,Camión 03,37,1,18,47,83,16,8,25,0,Baja,Riesgo,0,0
Tecnología,Camión 01,6,2,116,40,141,77,10,25,0,Alta,Normal,0,0
Electrodoméstico,Camión 06,7,3,65,23,108,61,10,3,0,Media,Normal,0,0
Alimentos,Camión 01,96,4,163,42,135,34,5,5,0,Media,Normal,0,0
Tecnología,Camión 01,96,1,99,18,147,12,10,38,1,Baja,Riesgo,0,0
Muebles,Camión 06,117,7,21,36,84,34,18,26,0,Alta,Riesgo,0,0
Electrodoméstico,Camión 06,25,2,128,33,23,42,6,38,1,Alta,Normal,0,0
Electrodoméstico,Camión 03,33,7,28,22,47,1,3,38,0,Alta,Riesgo,0,0
Muebles,Camión 03,55,7,120,35,149,55,8,4,1,Baja,Riesgo,0,0
Alimentos,Camión 03,58,7,155,38,54,76,9,7,1,Alta,Riesgo,0,0
Muebles,Camión 03,7,7,86,58,154,50,5,30,0,Alta,Riesgo,0,0
Alimentos,Camión 03,116,7,54,52,84,53,2,30,1,Alta,Riesgo,0,0
Muebles,Camión 06,57,5,83,37,38,15,2,19,0,Media,Normal,0,0
Muebles,Camión 01,12,1,83,37,27,17,7,39,1,Alta,Normal,0,0
Ropa,Camión 03,16,1,74,17,29,6,17,35,1,Media,Normal,0,0
Electrodoméstico,Camión 03,80,4,31,32,23,44,10,33,0,Alta,Riesgo,0,0
Muebles,Camión 01,43,2,19,38,63,35,12,33,0,Alta,Riesgo,0,0
Muebles,Camión 03,117,3,54,14,40,40,2,14,0,Alta,Normal,0,0
Tecnología,Camión 01,100,5,40,51,67,93,10,38,0,Media,Riesgo,0,0
Electrodoméstico,Camión 01,77,2,12,16,113,41,1,10,0,Alta,Riesgo,0,0
Tecnología,Camión 06,7,5,83,51,137,6,4,28,1,Baja,Riesgo,0,0
Electrodoméstico,Camión 05,100,1,135,45,34,14,13,14,0,Alta,Riesgo,0,0
Tecnología,Camión 06,111,7,51,50,28,59,12,36,1,Media,Riesgo,0,0
Muebles,Camión 05,51,4,109,36,145,39,11,38,0,Media,Normal,0,0
Muebles,Camión 05,73,4,102,55,12,82,10,16,1,Baja,Riesgo,0,0
Ropa,Camión 05,32,6,100,11,95,36,15,21,1,Baja,Riesgo,0,0
Tecnología,Camión 03,75,3,164,34,154,65,5,28,1,Baja,Riesgo,0,0
Alimentos,Camión 06,8,4,120,18,151,54,17,33,0,Media,Normal,0,0
Ropa,Camión 05,97,7,17,36,18,76,5,6,0,Alta,Riesgo,0,0
Tecnología,Camión 01,87,1,5,10,103,94,2,15,0,Alta,Riesgo,0,0
Tecnología,Camión 03,89,3,38,32,158,79,9,3,0,Baja,Riesgo,0,0
Ropa,Camión 06,72,2,83,19,148,55,6,35,0,Baja,Riesgo,0,0
Muebles,Camión 05,45,7,82,51,29,43,18,14,1,Alta,Riesgo,0,0
Tecnología,Camión 01,86,7,125,34,44,56,14,2,0,Baja,Riesgo,0,0
Muebles,Camión 06,59,4,97,12,62,5,19,29,0,Alta,Normal,0,0
Ropa,Camión 06,4,3,102,15,119,91,14,4,0,Alta,Normal,0,0
Muebles,Camión 03,104,1,86,15,145,31,8,26,1,Alta,Riesgo,0,0
Electrodoméstico,Camión 06,67,6,163,11,13,73,17,12,1,Alta,Riesgo,0,0
Alimentos,Camión 03,29,5,157,27,111,17,3,2,1,Media,Riesgo,0,0
Tecnología,Camión 05,105,5,42,32,56,67,10,17,0,Alta,Riesgo,0,0
Alimentos,Camión 03,29,1,18,11,103,72,17,35,0,Baja,Riesgo,0,0
Muebles,Camión 01,98,1,140,21,57,6,11,10,1,Baja,Riesgo,0,0
Tecnología,Camión 03,98,5,95,31,100,7,8,22,0,Baja,Normal,0,0
Muebles,Camión 01,28,6,58,46,93,63,1,21,0,Baja,Normal,0,0
Electrodoméstico,Camión 03,77,3,134,29,77,6,13,15,0,Media,Riesgo,0,0
Ropa,Camión 06,79,5,105,48,148,40,4,35,0,Alta,Riesgo,0,0
Tecnología,Camión 05,87,1,93,33,134,39,7,21,0,Alta,Riesgo,0,0
Electrodoméstico,Camión 01,44,4,60,57,82,2,14,21,0,Baja,Riesgo,0,0
Electrodoméstico,Camión 03,90,2,98,29,13,16,5,21,0,Baja,Normal,0,0
Tecnología,Camión 03,4,6,97,10,85,65,11,32,0,Baja,Normal,0,0
Muebles,Camión 03,90,7,88,10,82,78,17,5,0,Alta,Riesgo,0,0
Electrodoméstico,Camión 06,104,6,89,26,86,92,5,39,0,Media,Normal,0,0
Alimentos,Camión 06,9,4,26,10,57,51,3,9,0,Media,Normal,0,0
Electrodoméstico,Camión 01,119,4,39,54,111,21,5,18,0,Media,Riesgo,0,0
Muebles,Camión 01,5,7,20,39,115,3,15,21,0,Media,Riesgo,0,0
Muebles,Camión 06,56,1,54,50,86,5,19,8,0,Baja,Riesgo,0,0
Alimentos,Camión 01,96,5,126,56,48,37,16,34,0,Alta,Riesgo,0,0
Electrodoméstico,Camión 05,84,3,132,12,67,25,8,10,0,Baja,Normal,0,0
Muebles,Camión 05,50,6,117,55,28,10,13,24,0,Media,Normal,0,0
Tecnología,Camión 06,75,7,175,20,97,89,16,24,1,Baja,Riesgo,0,0
Ropa,Camión 01,15,6,21,33,122,16,3,32,0,Media,Riesgo,0,0
Ropa,Camión 03,32,4,84,31,86,87,1,33,0,Alta,Normal,0,0
Ropa,Camión 05,28,5,134,53,86,91,9,38,0,Media,Normal,0,0
Electrodoméstico,Camión 06,22,6,136,54,37,98,9,34,1,Baja,Normal,0,0
Alimentos,Camión 01,105,3,89,35,75,30,17,11,0,Alta,Riesgo,0,0
Muebles,Camión 06,17,4,171,22,19,76,2,31,0,Media,Normal,0,0
Tecnología,Camión 03,59,3,98,10,135,34,9,18,0,Media,Riesgo,0,0
Tecnología,Camión 05,90,5,138,33,67,15,19,23,0,Alta,Riesgo,0,0
Electrodoméstico,Camión 06,108,6,85,19,151,78,13,22,0,Baja,Riesgo,0,0
Ropa,Camión 06,71,2,73,44,134,17,5,18,0,Alta,Riesgo,0,0
Electrodoméstico,Camión 06,106,6,73,33,121,61,9,39,0,Baja,Riesgo,0,0
Alimentos,Camión 03,57,5,152,37,93,26,13,20,0,Media,Normal,0,0
Alimentos,Camión 06,26,6,20,45,152,34,1,13,1,Media,Riesgo,0,0
Muebles,Camión 03,25,7,55,25,105,44,15,1,0,Alta,Riesgo,0,0
Muebles,Camión 03,10,6,109,49,42,34,4,4,0,Media,Normal,0,0
Alimentos,Camión 03,45,1,169,25,154,27,4,24,1,Alta,Riesgo,0,0
Alimentos,Camión 05,83,6,174,26,150,8,10,36,1,Media,Riesgo,0,0
